,FIPS_ID,FIRE_NAME,FIRE_YEAR,DISCOVERY_TIME,STAT_CAUSE_DESCR,CONT_DATE,CONT_TIME,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,FIPS_NAME,DISCOVERY_MONTH,DISCOVERY_DAY,AWND,PRCP,TAVG,DURING_A_DROUGHT,WATERSHD,POP_BY_COUNTY
1883,037-1260,,2011,1909.0,Missing/Undefined,,,1.0,B,34.0333,-118.1789,Los Angeles,4,27,8.194545455,0.0,64.9047619,0.0,1,3821000
1884,037-1261,,2011,1617.0,Missing/Undefined,,,0.21,A,34.0264,-117.7429,Los Angeles,4,27,8.194545455,0.0,64.9047619,0.0,0,3821000
1885,037-1262,,2011,1519.0,Children,,,0.11,A,33.9324,-118.3588,Los Angeles,4,27,8.194545455,0.0,64.9047619,0.0,0,3821000
1886,037-1263,,2011,1156.0,Smoking,,,0.11,A,34.0414,-118.0633,Los Angeles,4,27,8.194545455,0.0,64.9047619,0.0,0,3821000
1887,037-1264,,2011,1414.0,Children,,,0.11,A,34.6122,-117.8153,Los Angeles,6,18,8.44,0.006,63.80952381,0.0,1,3821000
1888,037-1265,,2011,1557.0,Missing/Undefined,,,0.5,B,34.0119,-118.3731,Los Angeles,6,18,8.44,0.006,63.80952381,0.0,1,3821000
1889,037-1266,,2011,946.0,Children,,,0.21,A,34.6165,-117.8181,Los Angeles,6,18,8.44,0.006,63.80952381,0.0,1,3821000
1890,037-1267,,2011,1220.0,Children,,,0.11,A,34.0201,-118.175,Los Angeles,10,29,2.9090909089999997,0.0,65.0,0.0,0,3821000
1891,037-1268,,2011,744.0,Arson,,,2.0,B,34.4495,-118.6136,Los Angeles,5,24,8.113636364,0.0009090910000000001,58.9047619,0.0,0,3821000
1892,037-1269,,2011,1359.0,Missing/Undefined,,,0.5,B,34.7934,-118.8528,Los Angeles,5,24,8.113636364,0.0009090910000000001,58.9047619,0.0,1,3821000
1893,037-127,BURRTEC,2006,1425.0,Equipment Use,5/19/2006,1440.0,0.1,A,34.17861111,-117.6747222,Los Angeles,5,19,7.747272727,0.0009523810000000001,68.28571429,0.0,0,9806000
1894,037-1270,,2011,1326.0,Equipment Use,,,0.5,B,34.7401,-118.2921,Los Angeles,5,24,8.113636364,0.0009090910000000001,58.9047619,0.0,0,3821000
1895,037-1271,,2011,1717.0,Missing/Undefined,,,1.0,B,33.9571,-118.175,Los Angeles,5,24,8.113636364,0.0009090910000000001,58.9047619,0.0,1,3821000
1896,037-1272,,2011,1538.0,Arson,,,1.0,B,34.0951,-117.8184,Los Angeles,5,24,8.113636364,0.0009090910000000001,58.9047619,0.0,1,3821000
1897,037-1273,,2011,1338.0,Smoking,,,0.21,A,34.4025,-118.5665,Los Angeles,5,24,8.113636364,0.0009090910000000001,58.9047619,0.0,0,3821000
1898,037-1274,,2011,1600.0,Missing/Undefined,,,0.11,A,33.8812,-118.1339,Los Angeles,8,15,7.139090909,0.0,75.71428571,0.0,0,3821000
1899,037-1275,,2011,955.0,Missing/Undefined,,,0.21,A,34.6164,-117.7375,Los Angeles,8,15,7.139090909,0.0,75.71428571,0.0,0,3821000
1900,037-1276,,2011,1640.0,Smoking,,,0.11,A,34.4165,-118.5803,Los Angeles,8,15,7.139090909,0.0,75.71428571,0.0,1,3821000
1901,037-1277,,2011,1106.0,Missing/Undefined,,,0.5,B,34.4726,-117.6951,Los Angeles,7,7,6.778,0.0,78.28571429,0.0,1,3821000
1902,037-1278,,2011,1802.0,Missing/Undefined,,,1.0,B,34.0482,-118.1811,Los Angeles,7,7,6.778,0.0,78.28571429,0.0,0,3821000
1903,037-1279,,2011,2209.0,Missing/Undefined,,,0.11,A,34.7819,-118.5367,Los Angeles,7,7,6.778,0.0,78.28571429,0.0,1,3821000
1904,037-128,CAB,2006,1558.0,Miscellaneous,7/14/2006,1600.0,0.1,A,34.32111111,-118.48805559999998,Los Angeles,7,14,6.873636363999999,0.0,82.75,0.0,0,9806000
1905,037-1280,,2011,2204.0,Arson,,,0.11,A,34.0844,-117.9644,Los Angeles,7,4,5.408181817999999,0.012391303999999999,78.52380952,0.0,0,3821000
1906,037-1281,,2011,2211.0,Arson,,,0.01,A,34.048221000000005,-118.13096200000001,Los Angeles,7,4,5.408181817999999,0.012391303999999999,78.52380952,0.0,1,3821000
1907,037-1282,,2011,2134.0,Miscellaneous,,,0.5,B,34.4129,-118.4575,Los Angeles,7,4,5.408181817999999,0.012391303999999999,78.52380952,0.0,0,3821000
1908,037-1283,,2011,2128.0,Arson,,,0.11,A,33.8756,-118.1291,Los Angeles,7,4,5.408181817999999,0.012391303999999999,78.52380952,0.0,1,3821000
1909,037-1284,,2011,2104.0,Arson,,,1.0,B,34.5535,-118.0541,Los Angeles,7,4,5.408181817999999,0.012391303999999999,78.52380952,0.0,1,3821000
1910,037-1285,,2011,2031.0,Children,,,1.0,B,33.996971,-118.24346499999999,Los Angeles,7,4,5.408181817999999,0.012391303999999999,78.52380952,0.0,0,3821000
1911,037-1286,,2011,2137.0,Miscellaneous,,,1.11,B,33.953,-118.1951,Los Angeles,7,4,5.408181817999999,0.012391303999999999,78.52380952,0.0,0,3821000
1912,037-1287,,2011,2054.0,Missing/Undefined,,,0.22,A,33.9235,-118.0265,Los Angeles,7,4,5.408181817999999,0.012391303999999999,78.52380952,0.0,0,3821000
1913,037-1288,,2011,1638.0,Miscellaneous,,,0.11,A,34.0507,-117.7698,Los Angeles,7,4,5.408181817999999,0.012391303999999999,78.52380952,0.0,0,3821000
1914,037-1289,,2011,2156.0,Arson,,,1.5,B,34.039,-117.8509,Los Angeles,7,4,5.408181817999999,0.012391303999999999,78.52380952,0.0,0,3821000
1915,037-129,CABIN,2006,1906.0,Children,7/3/2006,1930.0,0.1,A,34.55361111,-118.42055559999999,Los Angeles,7,3,6.325454545,0.0,78.55,0.0,1,9806000
1916,037-1290,,2011,2052.0,Missing/Undefined,,,1.0,B,33.9318,-117.9386,Los Angeles,7,4,5.408181817999999,0.012391303999999999,78.52380952,0.0,1,3821000
1917,037-1291,,2011,2119.0,Children,,,0.11,A,34.5425,-118.0792,Los Angeles,7,4,5.408181817999999,0.012391303999999999,78.52380952,0.0,0,3821000
1918,037-1292,,2011,1946.0,Arson,,,0.5,B,33.8865,-118.35600000000001,Los Angeles,7,4,5.408181817999999,0.012391303999999999,78.52380952,0.0,0,3821000
1919,037-1293,,2011,2047.0,Children,,,0.21,A,34.5838,-118.1696,Los Angeles,7,4,5.408181817999999,0.012391303999999999,78.52380952,0.0,0,3821000
1920,037-1294,,2011,37.0,Debris Burning,,,0.11,A,34.0896,-117.976,Los Angeles,7,4,5.408181817999999,0.012391303999999999,78.52380952,0.0,1,3821000
1921,037-1295,,2011,1728.0,Missing/Undefined,,,0.11,A,34.4028,-118.5429,Los Angeles,7,4,5.408181817999999,0.012391303999999999,78.52380952,0.0,0,3821000
1922,037-1296,,2011,1719.0,Missing/Undefined,,,0.22,A,34.7183,-118.2932,Los Angeles,7,4,5.408181817999999,0.012391303999999999,78.52380952,0.0,1,3821000
1923,037-1297,,2011,2157.0,Miscellaneous,,,0.92,B,34.0111,-117.9072,Los Angeles,7,4,5.408181817999999,0.012391303999999999,78.52380952,0.0,0,3821000
1924,037-1298,,2011,1857.0,Arson,,,0.5,B,34.6823,-118.0946,Los Angeles,7,4,5.408181817999999,0.012391303999999999,78.52380952,0.0,0,3821000
1925,037-1299,,2011,2035.0,Arson,,,0.11,A,34.0441,-117.9399,Los Angeles,7,4,5.408181817999999,0.012391303999999999,78.52380952,0.0,1,3821000
1926,037-13,UNNAMED FIRE 1165,2001,1400.0,Miscellaneous,5/26/2001,1400.0,1.5,B,34.451710999999996,-118.658819,Los Angeles,5,26,7.972727272999999,0.0011111110000000001,67.25,0.0,0,3739000
1927,037-130,CALM,2006,1518.0,Children,9/17/2006,1630.0,2.0,B,34.45333333,-118.1780556,Los Angeles,9,17,5.329090909,0.0,70.42857143,0.0,0,9806000
1928,037-1300,,2011,2056.0,Miscellaneous,,,0.5,B,33.9482,-117.9669,Los Angeles,7,4,5.408181817999999,0.012391303999999999,78.52380952,0.0,0,3821000
1929,037-1301,,2011,2222.0,Arson,,,0.22,A,34.0704,-117.9893,Los Angeles,7,4,5.408181817999999,0.012391303999999999,78.52380952,0.0,0,3821000
1930,037-1302,,2011,1536.0,Missing/Undefined,,,0.11,A,34.0029,-117.8531,Los Angeles,7,4,5.408181817999999,0.012391303999999999,78.52380952,0.0,0,3821000
1931,037-1303,,2011,1751.0,Arson,,,0.11,A,34.6729,-118.1613,Los Angeles,7,4,5.408181817999999,0.012391303999999999,78.52380952,0.0,1,3821000
1932,037-1304,,2011,2217.0,Missing/Undefined,,,0.22,A,33.9629,-118.0759,Los Angeles,7,4,5.408181817999999,0.012391303999999999,78.52380952,0.0,1,3821000
1933,037-1305,,2011,2329.0,Children,,,1.0,B,34.160819000000004,-118.543974,Los Angeles,7,4,5.408181817999999,0.012391303999999999,78.52380952,0.0,1,3821000
1934,037-1306,,2011,2141.0,Children,,,1.11,B,34.0455,-117.9631,Los Angeles,7,4,5.408181817999999,0.012391303999999999,78.52380952,0.0,1,3821000
1935,037-1307,,2011,414.0,Miscellaneous,,,0.11,A,34.4404,-118.6558,Los Angeles,7,4,5.408181817999999,0.012391303999999999,78.52380952,0.0,1,3821000
1936,037-1308,,2011,2121.0,Children,,,0.11,A,34.0647,-117.99799999999999,Los Angeles,7,4,5.408181817999999,0.012391303999999999,78.52380952,0.0,1,3821000
1937,037-1309,,2011,1239.0,Missing/Undefined,,,0.3,B,34.5427,-118.0584,Los Angeles,6,16,8.58,0.0025,63.61904762,0.0,0,3821000
1938,037-131,CALTRANS,2006,1230.0,Equipment Use,8/11/2006,1245.0,0.1,A,34.66638889,-118.76305559999999,Los Angeles,8,11,7.3827272729999995,0.0,75.71428571,0.0,0,9806000
1939,037-1310,,2011,1412.0,Equipment Use,,,1.0,B,34.668,-118.0343,Los Angeles,6,16,8.58,0.0025,63.61904762,0.0,0,3821000
1940,037-1311,,2011,1741.0,Missing/Undefined,,,1.0,B,33.9215,-117.959,Los Angeles,5,7,7.87,0.0,59.71428571,0.0,0,3821000
1941,037-1312,,2011,1953.0,Missing/Undefined,,,0.11,A,34.6249,-117.8192,Los Angeles,9,8,7.1579999999999995,0.0,80.33333333,0.0,0,3821000
1942,037-1313,,2011,1642.0,Debris Burning,,,20.11,C,34.4321,-118.6237,Los Angeles,9,8,7.1579999999999995,0.0,80.33333333,0.0,0,3821000
1943,037-1314,,2011,2334.0,Miscellaneous,,,0.21,A,33.9807,-118.1382,Los Angeles,9,19,5.001818182,0.0,75.75,0.0,0,3821000
1944,037-1315,,2011,1736.0,Miscellaneous,,,0.5,B,34.704,-118.1844,Los Angeles,9,19,5.001818182,0.0,75.75,0.0,1,3821000
1945,037-1316,,2011,1153.0,Missing/Undefined,,,1.0,B,33.9164,-118.3518,Los Angeles,2,6,5.084545455,0.002972973,58.76190476,0.0,1,3821000
1946,037-1317,,2011,909.0,Missing/Undefined,,,0.11,A,33.9165,-118.1814,Los Angeles,8,30,6.751818182,0.0,74.61904762,0.0,1,3821000
1947,037-1318,,2011,1502.0,Missing/Undefined,,,0.11,A,34.6893,-118.1748,Los Angeles,8,30,6.751818182,0.0,74.61904762,0.0,1,3821000
1948,037-1319,,2011,1900.0,Children,,,0.21,A,34.5615,-117.9497,Los Angeles,8,30,6.751818182,0.0,74.61904762,0.0,0,3821000
1949,037-132,CALVA,2006,2114.0,Arson,7/2/2006,2140.0,0.1,A,34.62333333,-118.28833329999999,Los Angeles,7,2,6.445454545,0.0,80.85,0.0,0,9806000
1950,037-1320,,2011,1621.0,Missing/Undefined,,,0.25,A,34.211847999999996,-118.326123,Los Angeles,6,6,8.195454545,0.021777777999999998,54.71428571,0.0,1,3821000
1951,037-1321,,2011,117.0,Missing/Undefined,,,0.11,A,33.873000000000005,-118.1251,Los Angeles,6,6,8.195454545,0.021777777999999998,54.71428571,0.0,0,3821000
1952,037-1322,,2011,2127.0,Missing/Undefined,,,0.3,B,34.6878,-118.0977,Los Angeles,6,6,8.195454545,0.021777777999999998,54.71428571,0.0,1,3821000
1953,037-1323,,2011,1654.0,Smoking,,,1.0,B,33.989622999999995,-118.24410900000001,Los Angeles,6,6,8.195454545,0.021777777999999998,54.71428571,0.0,1,3821000
1954,037-1324,,2011,1907.0,Children,,,1.0,B,34.1211,-117.7965,Los Angeles,6,25,6.7909090910000005,0.000789474,70.38095238,0.0,0,3821000
1955,037-1325,,2011,1454.0,Missing/Undefined,,,0.11,A,34.4979,-118.2586,Los Angeles,6,25,6.7909090910000005,0.000789474,70.38095238,0.0,0,3821000
1956,037-1326,,2011,1619.0,Missing/Undefined,,,3.0,B,34.7044,-118.0771,Los Angeles,6,25,6.7909090910000005,0.000789474,70.38095238,0.0,0,3821000
1957,037-1327,,2011,2024.0,Children,,,0.11,A,34.0929,-118.3857,Los Angeles,6,25,6.7909090910000005,0.000789474,70.38095238,0.0,1,3821000
1958,037-1328,,2011,1124.0,Missing/Undefined,,,0.11,A,33.9257,-118.3207,Los Angeles,6,25,6.7909090910000005,0.000789474,70.38095238,0.0,1,3821000
1959,037-1329,,2011,1408.0,Miscellaneous,,,0.21,A,34.646,-118.1122,Los Angeles,6,25,6.7909090910000005,0.000789474,70.38095238,0.0,1,3821000
1960,037-133,CANYON,2006,1605.0,Equipment Use,6/15/2006,1630.0,2.0,B,34.56444444,-118.68194440000002,Los Angeles,6,15,10.92,0.0,69.0,0.0,1,9806000
1961,037-1330,,2011,1607.0,Missing/Undefined,,,0.11,A,34.646,-118.1122,Los Angeles,6,25,6.7909090910000005,0.000789474,70.38095238,0.0,0,3821000
1962,037-1331,,2011,1910.0,Missing/Undefined,,,0.11,A,33.991,-117.929,Los Angeles,7,16,6.873636363999999,0.0,65.66666667,0.0,1,3821000
1963,037-1332,,2011,1243.0,Arson,,,1.0,B,34.69,-118.0188,Los Angeles,7,16,6.873636363999999,0.0,65.66666667,0.0,1,3821000
1964,037-1333,,2011,226.0,Missing/Undefined,,,1.0,B,34.6853,-118.1304,Los Angeles,7,16,6.873636363999999,0.0,65.66666667,0.0,0,3821000
1965,037-1334,,2011,1739.0,Missing/Undefined,,,0.11,A,34.0303,-117.7566,Los Angeles,7,16,6.873636363999999,0.0,65.66666667,0.0,1,3821000
1966,037-1335,,2011,2043.0,Missing/Undefined,,,0.11,A,34.061,-117.7328,Los Angeles,7,16,6.873636363999999,0.0,65.66666667,0.0,1,3821000
1967,037-1336,,2011,2300.0,Missing/Undefined,,,0.11,A,34.5652,-118.0228,Los Angeles,7,16,6.873636363999999,0.0,65.66666667,0.0,1,3821000
1968,037-1337,,2011,1553.0,Smoking,,,1.0,B,34.6918,-118.146,Los Angeles,10,15,5.5527272729999995,0.0,67.95238095,0.0,0,3821000
1969,037-1338,,2011,1525.0,Equipment Use,,,0.11,A,34.7619,-118.2855,Los Angeles,10,15,5.5527272729999995,0.0,67.95238095,0.0,0,3821000
1970,037-1339,,2011,1442.0,Missing/Undefined,,,1.5,B,34.7248,-118.396,Los Angeles,10,15,5.5527272729999995,0.0,67.95238095,0.0,0,3821000
1971,037-134,CAPRA,2006,1405.0,Campfire,6/13/2006,1425.0,0.1,A,34.43,-118.355,Los Angeles,6,13,8.927272727,0.0,63.04761905,0.0,0,9806000
1972,037-1340,,2011,424.0,Missing/Undefined,,,0.11,A,33.9243,-118.3265,Los Angeles,9,17,5.795454545,0.000512821,65.7,0.0,0,3821000
1973,037-1341,,2011,106.0,Miscellaneous,,,0.11,A,33.9302,-118.34299999999999,Los Angeles,9,17,5.795454545,0.000512821,65.7,0.0,0,3821000
1974,037-1342,,2011,1526.0,Missing/Undefined,,,0.11,A,34.5798,-117.9165,Los Angeles,9,17,5.795454545,0.000512821,65.7,0.0,1,3821000
1975,037-1343,,2011,1131.0,Equipment Use,,,0.11,A,34.6892,-118.3242,Los Angeles,9,17,5.795454545,0.000512821,65.7,0.0,1,3821000
1976,037-1344,,2011,1701.0,Missing/Undefined,,,1.0,B,34.7008,-118.0793,Los Angeles,6,20,5.633636364,0.0,73.42857143,0.0,0,3821000
1977,037-1345,,2011,1325.0,Miscellaneous,,,0.11,A,33.9937,-118.1752,Los Angeles,6,20,5.633636364,0.0,73.42857143,0.0,1,3821000
1978,037-1346,,2011,1855.0,Missing/Undefined,,,0.11,A,34.0166,-118.1721,Los Angeles,6,20,5.633636364,0.0,73.42857143,0.0,0,3821000
1979,037-1347,,2011,1906.0,Children,,,0.11,A,34.5462,-118.0584,Los Angeles,6,20,5.633636364,0.0,73.42857143,0.0,1,3821000
1980,037-1348,,2011,2021.0,Missing/Undefined,,,0.11,A,34.2014,-118.1441,Los Angeles,8,18,6.59,0.0,76.61904762,0.0,1,3821000
1981,037-1349,,2011,2009.0,Missing/Undefined,,,0.11,A,33.9126,-118.1796,Los Angeles,8,18,6.59,0.0,76.61904762,0.0,0,3821000
1982,037-135,CAR,2006,1645.0,Miscellaneous,6/15/2006,1720.0,0.1,A,34.54166667,-118.65833329999998,Los Angeles,6,15,10.92,0.0,69.0,0.0,0,9806000
1983,037-1350,,2011,1919.0,Missing/Undefined,,,0.11,A,34.0801,-118.055,Los Angeles,8,18,6.59,0.0,76.61904762,0.0,1,3821000
1984,037-1351,,2011,2044.0,Missing/Undefined,,,0.11,A,33.9041,-118.1841,Los Angeles,8,18,6.59,0.0,76.61904762,0.0,0,3821000
1985,037-1352,,2011,1537.0,Miscellaneous,,,0.11,A,34.4427,-118.5123,Los Angeles,8,18,6.59,0.0,76.61904762,0.0,0,3821000
1986,037-1353,,2011,1916.0,Missing/Undefined,,,0.11,A,33.946999999999996,-118.0007,Los Angeles,9,11,5.876363636000001,0.04,66.57142857,0.0,0,3821000
1987,037-1354,,2011,1946.0,Smoking,,,0.11,A,33.9552,-118.18,Los Angeles,9,11,5.876363636000001,0.04,66.57142857,0.0,0,3821000
1988,037-1355,,2011,1003.0,Smoking,,,2.5,B,33.8771,-118.1504,Los Angeles,9,11,5.876363636000001,0.04,66.57142857,0.0,0,3821000
1989,037-1356,,2011,1700.0,Children,,,0.11,A,33.9985,-118.1466,Los Angeles,10,19,4.737272727,0.0,65.14285714,0.0,1,3821000
1990,037-1357,,2011,1839.0,Missing/Undefined,,,0.11,A,33.8762,-118.0234,Los Angeles,10,19,4.737272727,0.0,65.14285714,0.0,1,3821000
1991,037-1358,,2011,920.0,Missing/Undefined,,,0.11,A,34.5815,-118.1168,Los Angeles,11,25,4.5336363639999995,0.0025,52.71428571,0.0,1,3821000
1992,037-1359,,2011,1519.0,Arson,,,3.0,B,34.6896,-118.0946,Los Angeles,11,25,4.5336363639999995,0.0025,52.71428571,0.0,1,3821000
1993,037-136,CASTAIC,2006,1429.0,Equipment Use,1/22/2006,1500.0,0.2,A,34.47527778,-118.6172222,Los Angeles,1,22,9.109090908999999,0.0,47.95238095,0.0,1,9806000
1994,037-1360,,2011,1514.0,Miscellaneous,,,0.5,B,34.6201,-117.8192,Los Angeles,9,16,6.648181817999999,0.0,64.61904762,0.0,1,3821000
1995,037-1361,,2011,1402.0,Missing/Undefined,,,0.11,A,33.9962,-117.8693,Los Angeles,5,20,6.3863636360000005,0.0,60.0,0.0,1,3821000
1996,037-1362,,2011,1258.0,Missing/Undefined,,,1.0,B,34.6893,-118.1925,Los Angeles,5,20,6.3863636360000005,0.0,60.0,0.0,0,3821000
1997,037-1363,,2011,1545.0,Missing/Undefined,,,4.0,B,34.5766,-118.1326,Los Angeles,5,20,6.3863636360000005,0.0,60.0,0.0,1,3821000
1998,037-1364,,2011,720.0,Arson,,,10.0,C,34.4495,-118.6136,Los Angeles,5,20,6.3863636360000005,0.0,60.0,0.0,1,3821000
1999,037-1365,,2011,146.0,Arson,,,0.11,A,34.7044,-118.0815,Los Angeles,12,10,3.294545455,0.0,51.04761905,0.0,1,3821000
2000,037-1366,,2011,1455.0,Children,,,0.5,B,34.567,-117.95200000000001,Los Angeles,12,10,3.294545455,0.0,51.04761905,0.0,0,3821000
2001,037-1367,,2011,1126.0,Miscellaneous,,,0.11,A,34.0346,-118.7049,Los Angeles,9,24,5.980909091,0.000512821,67.80952381,0.0,0,3821000
2002,037-1368,,2011,435.0,Missing/Undefined,,,0.11,A,34.091,-118.0145,Los Angeles,9,24,5.980909091,0.000512821,67.80952381,0.0,0,3821000
2003,037-1369,,2011,1204.0,Miscellaneous,,,20.0,C,34.5422,-117.7115,Los Angeles,9,24,5.980909091,0.000512821,67.80952381,0.0,0,3821000
2004,037-137,CENTER,2006,1149.0,Miscellaneous,8/10/2006,1230.0,0.3,B,34.71972222,-118.79777779999999,Los Angeles,8,10,6.994545455,0.0,79.14285714,0.0,0,9806000
2005,037-1370,,2011,444.0,Miscellaneous,,,0.11,A,33.9475,-118.2531,Los Angeles,6,3,7.646363636,0.0,59.57142857,0.0,0,3821000
2006,037-1371,,2011,719.0,Miscellaneous,,,1.0,B,34.4495,-118.6136,Los Angeles,6,3,7.646363636,0.0,59.57142857,0.0,0,3821000
2007,037-1372,,2011,259.0,Missing/Undefined,,,0.21,A,33.945,-118.1697,Los Angeles,6,3,7.646363636,0.0,59.57142857,0.0,0,3821000
2008,037-1373,,2011,405.0,Miscellaneous,,,0.5,B,34.7663,-118.7987,Los Angeles,6,3,7.646363636,0.0,59.57142857,0.0,0,3821000
2009,037-1374,,2011,1159.0,Miscellaneous,,,0.11,A,34.078,-117.8129,Los Angeles,7,20,6.609090909,0.0,73.80952381,0.0,1,3821000
2010,037-1375,,2011,1552.0,Missing/Undefined,,,0.11,A,34.5755,-118.0598,Los Angeles,5,22,8.154545455,0.0,58.04761905,0.0,1,3821000
2011,037-1376,,2011,1544.0,Debris Burning,,,0.3,B,34.5598,-117.9386,Los Angeles,5,22,8.154545455,0.0,58.04761905,0.0,1,3821000
2012,037-1377,,2011,1505.0,Missing/Undefined,,,0.11,A,33.9672,-118.0823,Los Angeles,5,22,8.154545455,0.0,58.04761905,0.0,0,3821000
2013,037-1378,,2011,1615.0,Children,,,0.12,A,34.525,-118.2905,Los Angeles,9,4,6.222727272999999,0.00325,77.23809524,0.0,1,3821000
2014,037-1379,,2011,2325.0,Missing/Undefined,,,1.0,B,34.5427,-118.0629,Los Angeles,9,4,6.222727272999999,0.00325,77.23809524,0.0,0,3821000
2015,037-138,CHERRY,2006,2001.0,Miscellaneous,5/27/2006,2100.0,0.3,B,34.63444444,-118.7372222,Los Angeles,5,27,13.01454545,0.004651163,55.57142857,0.0,1,9806000
2016,037-1380,,2011,1711.0,Missing/Undefined,,,0.11,A,34.4129,-118.4575,Los Angeles,9,4,6.222727272999999,0.00325,77.23809524,0.0,1,3821000
2017,037-1381,,2011,1759.0,Miscellaneous,,,0.21,A,34.5746,-118.0727,Los Angeles,4,11,5.917272727,0.0,54.80952381,0.0,1,3821000
2018,037-1382,,2011,1729.0,Missing/Undefined,,,0.11,A,34.4881,-118.2857,Los Angeles,4,11,5.917272727,0.0,54.80952381,0.0,1,3821000
2019,037-1383,,2011,1511.0,Powerline,,,0.5,B,33.7842,-118.3737,Los Angeles,10,13,3.6618181819999998,0.0,78.71428571,0.0,1,3821000
2020,037-1384,,2011,900.0,Smoking,,,1.0,B,33.876999999999995,-118.1417,Los Angeles,10,13,3.6618181819999998,0.0,78.71428571,0.0,1,3821000
2021,037-1385,,2011,2333.0,Smoking,,,0.11,A,34.0725,-118.0682,Los Angeles,8,11,7.319090909,0.0,69.14285714,0.0,0,3821000
2022,037-1386,,2011,2001.0,Missing/Undefined,,,1.0,B,33.9126,-118.1796,Los Angeles,8,11,7.319090909,0.0,69.14285714,0.0,0,3821000
2023,037-1387,,2011,1000.0,Missing/Undefined,,,0.11,A,34.1445,-117.9261,Los Angeles,8,11,7.319090909,0.0,69.14285714,0.0,0,3821000
2024,037-1388,,2011,1057.0,Missing/Undefined,,,0.21,A,34.7805,-118.17,Los Angeles,10,10,5.328181818,0.0,64.66666667,0.0,1,3821000
2025,037-1389,,2011,548.0,Missing/Undefined,,,0.11,A,34.657,-118.1526,Los Angeles,10,10,5.328181818,0.0,64.66666667,0.0,0,3821000
2026,037-139,CHESEBORO,2006,138.0,Arson,6/25/2006,1620.0,170.0,D,34.49111111,-118.02555559999999,Los Angeles,6,25,6.406363636,0.00025,81.6,0.0,1,9806000
2027,037-1390,,2011,1114.0,Missing/Undefined,,,0.11,A,33.8875,-118.1044,Los Angeles,9,14,5.510909091,0.015,68.90476190000001,0.0,0,3821000
2028,037-1391,,2011,1916.0,Missing/Undefined,,,0.11,A,34.0627,-118.0905,Los Angeles,9,14,5.510909091,0.015,68.90476190000001,0.0,1,3821000
2029,037-1392,,2011,1229.0,Smoking,,,0.11,A,34.4154,-118.4486,Los Angeles,9,3,5.857272727000001,0.0,76.04761905,0.0,0,3821000
2030,037-1393,,2011,1302.0,Miscellaneous,,,0.01,A,34.157016999999996,-117.990297,Los Angeles,9,3,5.857272727000001,0.0,76.04761905,0.0,1,3821000
2031,037-1394,,2011,1748.0,Smoking,,,0.11,A,34.7188,-118.1662,Los Angeles,9,3,5.857272727000001,0.0,76.04761905,0.0,1,3821000
2032,037-1395,,2011,1431.0,Smoking,,,0.21,A,34.1216,-117.8963,Los Angeles,9,3,5.857272727000001,0.0,76.04761905,0.0,1,3821000
2033,037-1396,,2011,1731.0,Miscellaneous,,,0.11,A,33.9213,-118.2782,Los Angeles,9,3,5.857272727000001,0.0,76.04761905,0.0,1,3821000
2034,037-1397,,2011,1410.0,Missing/Undefined,,,0.21,A,34.7039,-118.2608,Los Angeles,6,7,6.975454545,0.0015384620000000002,59.76190476,0.0,1,3821000
2035,037-1398,,2011,1311.0,Arson,,,0.11,A,34.5466,-118.0496,Los Angeles,6,7,6.975454545,0.0015384620000000002,59.76190476,0.0,0,3821000
2036,037-1399,,2011,1019.0,Powerline,,,0.7,B,33.7847,-118.3717,Los Angeles,6,7,6.975454545,0.0015384620000000002,59.76190476,0.0,1,3821000
2037,037-14,UNNAMED FIRE 1171,2001,1400.0,Miscellaneous,10/27/2001,1400.0,3.0,B,34.44685,-118.662581,Los Angeles,10,27,5.49,0.0,64.12,0.0,1,3739000
2038,037-140,CHEVY,2006,1249.0,Miscellaneous,7/3/2006,1320.0,0.1,A,34.24083333,-118.30833329999999,Los Angeles,7,3,6.325454545,0.0,78.55,0.0,1,9806000
2039,037-1400,,2011,1949.0,Missing/Undefined,,,0.11,A,34.6986,-118.1351,Los Angeles,12,26,2.6018181819999997,0.0,54.15,0.0,1,3821000
2040,037-1401,,2011,1728.0,Missing/Undefined,,,1.0,B,34.0383,-117.9866,Los Angeles,12,26,2.6018181819999997,0.0,54.15,0.0,0,3821000
2041,037-1402,,2011,1119.0,Missing/Undefined,,,0.22,A,34.0355,-118.1691,Los Angeles,12,26,2.6018181819999997,0.0,54.15,0.0,0,3821000
2042,037-1403,,2011,1819.0,Miscellaneous,,,2.0,B,34.278,-118.6064,Los Angeles,7,31,5.633636364,0.004042553,74.52380952,0.0,0,3821000
2043,037-1404,,2011,1534.0,Missing/Undefined,,,0.61,B,33.9113,-118.164,Los Angeles,7,31,5.633636364,0.004042553,74.52380952,0.0,1,3821000
2044,037-1405,,2011,1849.0,Smoking,,,0.11,A,33.9113,-118.1644,Los Angeles,7,31,5.633636364,0.004042553,74.52380952,0.0,0,3821000
2045,037-1406,,2011,1355.0,Missing/Undefined,,,0.1,A,34.064628000000006,-117.893165,Los Angeles,3,5,4.004545455,0.000571429,59.23809524,0.0,0,3821000
2046,037-1407,,2011,1704.0,Missing/Undefined,,,0.3,B,34.6892,-118.2542,Los Angeles,10,8,3.640909091,0.0,61.23809524,0.0,0,3821000
